# CanSat raw downlink capture - 18-field format, NOMINAL flight
$CSAT,0,0.0,25.0,1013.2,13.082640,80.270660,0.0,1,0.020,-0.010,1.000,-1.33,-1.50,-1.50,3.90,0,0,0*12
$CSAT,1,0.0,25.0,1013.2,13.082660,80.270680,0.0,1,0.020,-0.010,1.000,-1.00,-1.00,-0.75,3.90,0,0,0*1C
$CSAT,2,0.0,25.0,1013.2,13.082680,80.270700,0.0,1,0.020,-0.010,1.000,-0.67,-0.50,0.00,3.90,0,0,0*33
$CSAT,3,0.0,25.0,1013.2,13.082700,80.270720,0.0,1,0.020,-0.010,1.000,-0.33,0.00,0.75,3.90,0,0,0*12
$CSAT,4,0.0,25.0,1013.2,13.082720,80.270740,0.0,1,0.020,-0.010,1.000,0.00,0.50,-1.50,3.90,0,0,0*12
$CSAT,5,0.0,25.0,1013.2,13.082740,80.270660,0.0,1,0.020,-0.010,1.000,0.33,1.00,-0.75,3.90,0,0,0*14
$CSAT,6,0.0,25.0,1013.2,13.082760,80.270680,0.0,1,0.020,-0.010,1.000,0.67,-1.50,0.00,3.90,0,0,0*1D
$CSAT,7,0.0,25.0,1013.2,13.082640,80.270700,0.0,1,0.020,-0.010,1.000,1.00,-1.00,0.75,3.90,0,0,0*11
$CSAT,8,0.0,25.0,1013.2,13.082660,80.270720,0.0,1,0.020,-0.010,1.000,1.33,-0.50,-1.50,3.90,0,0,0*31
$CSAT,9,0.0,25.0,1013.2,13.082680,80.270740,0.0,1,0.020,-0.010,1.000,-1.33,0.00,-0.75,3.90,0,0,0*3B
$CSAT,10,0.0,25.0,1013.2,13.082700,80.270660,0.0,1,0.020,-0.010,1.000,-1.00,0.50,0.00,3.90,0,0,0*23
$CSAT,11,5.6,25.0,1012.6,13.082720,80.270680,5.6,1,0.020,-0.010,1.600,-0.67,1.00,0.75,3.90,1,0,0*2A
$CSAT,12,11.2,24.9,1011.9,13.082740,80.270700,11.2,1,0.020,-0.010,1.600,-0.33,-1.50,-1.50,3.90,1,0,0*20
$CSAT,13,16.8,24.9,1011.2,13.082760,80.270720,16.8,1,0.020,-0.010,1.600,0.00,-1.00,-0.75,3.90,1,0,0*04
$CSAT,14,22.4,24.9,1010.6,13.082640,80.270740,22.4,1,0.020,-0.010,1.600,0.33,-0.50,0.00,3.90,1,0,0*28
$CSAT,15,28.0,24.8,1009.9,13.082660,80.270660,28.0,1,0.020,-0.010,1.600,0.67,0.00,0.75,3.90,1,0,0*05
$CSAT,16,33.6,24.8,1009.2,13.082680,80.270680,33.6,1,0.020,-0.010,1.600,1.00,0.50,-1.50,3.90,1,0,0*23
$CSAT,17,39.2,24.7,1008.5,13.082700,80.270700,39.2,1,0.020,-0.010,1.600,1.33,1.00,-0.75,3.90,1,0,0*29
$CSAT,18,44.8,24.7,1007.9,13.082720,80.270720,44.8,1,0.020,-0.010,1.600,-1.33,-1.50,0.00,3.90,1,0,0*0F
$CSAT,19,50.4,24.7,1007.2,13.082740,80.270740,50.4,1,0.020,-0.010,1.600,-1.00,-1.00,0.75,3.90,1,0,0*02
$CSAT,20,56.0,24.6,1006.5,13.082760,80.270660,56.0,1,0.020,-0.010,1.600,-0.67,-0.50,-1.50,3.90,1,0,0*21
$CSAT,21,61.6,24.6,1005.9,13.082640,80.270680,61.6,1,0.020,-0.010,1.600,-0.33,0.00,-0.75,3.90,1,0,0*0D
